BuildingType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberOfPropertyUseTypes,PrimaryProperty,SecondLargest,ThirdLargest,NombreAnnees
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1928,3.0,4,0,62600,215197.0,0.0,0.0,,11147342.0,406.04,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,88
NONRESIDENTIAL,3,EAST,2004,1.0,4,21612,55800,26400.0,19200.0,17000.0,,2655387.5,20.85,3,MIXED USE,OFFICE AND BUSINESS,PARKING,12
NONRESIDENTIAL,3,EAST,1990,1.0,5,159157,130262,146150.0,139000.0,0.0,59.0,12731388.0,133.5,2,HEALTH AND MEDICAL,PARKING,NOT CONCERNED,26
NONRESIDENTIAL,5,NORTH,1987,1.0,5,0,90266,87552.0,0.0,0.0,18.0,7771933.5,54.18,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,29
NONRESIDENTIAL,6,BALLARD,2004,1.0,4,6458,80874,87332.0,0.0,0.0,87.0,1165598.875,14.49,1,STORAGE,NOT CONCERNED,NOT CONCERNED,12
NONRESIDENTIAL,3,EAST,2003,1.0,6,50017,100528,100528.0,50017.0,0.0,28.0,13410041.0,453.76,2,HOTEL,PARKING,NOT CONCERNED,13
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1999,1.0,5,0,141718,134197.0,5803.0,0.0,,19085174.0,341.23,2,OTHER SERVICES AND FACILITIES,FOOD AND BEVERAGE,NOT CONCERNED,17
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,2008,1.0,5,21273,90583,92000.0,20000.0,4006.0,8.0,9444484.0,278.97,4,HOTEL,PARKING,FOOD AND BEVERAGE,8
NONRESIDENTIAL,3,EAST,1988,1.0,4,0,132828,132828.0,0.0,0.0,83.0,1083729.625,7.56,1,STORAGE,NOT CONCERNED,NOT CONCERNED,28
NONRESIDENTIAL,1,DELRIDGE,1970,1.0,1,0,70400,58047.0,12353.0,0.0,1.0,13962749.0,284.01,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,46
NONRESIDENTIAL,5,NORTHWEST,1995,1.0,1,0,101830,130767.0,0.0,0.0,60.0,10713006.0,295.12,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,21
SPS-DISTRICT K-12,3,CENTRAL,1988,1.0,3,0,55353,55353.0,0.0,0.0,,1433596.0,9.99,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,28
NONRESIDENTIAL,3,CENTRAL,1974,2.0,4,0,114000,114000.0,0.0,0.0,,7575080.0,109.71,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,42
SPS-DISTRICT K-12,2,GREATER DUWAMISH,2002,1.0,3,0,338063,180633.0,50000.0,50000.0,,20675922.0,259.49,9,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,FOOD AND BEVERAGE,14
NONRESIDENTIAL,1,SOUTHWEST,1965,1.0,1,0,152365,149293.0,7858.0,0.0,88.0,1069749.75,13.07,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,51
NONRESIDENTIAL,3,CENTRAL,1910,1.0,6,0,320946,236359.0,86298.0,0.0,57.0,25471308.0,189.85,2,HEALTH AND MEDICAL,HEALTH AND MEDICAL,NOT CONCERNED,106
NONRESIDENTIAL,2,GREATER DUWAMISH,1958,1.0,1,0,74178,74178.0,0.0,0.0,,5402181.0,134.82,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,58
NONRESIDENTIAL,5,NORTH,1987,1.0,4,0,80360,80360.0,0.0,0.0,96.0,686019.1875,16.27,1,STORAGE,NOT CONCERNED,NOT CONCERNED,29
SPS-DISTRICT K-12,1,SOUTHWEST,1950,1.0,1,0,61183,62975.0,0.0,0.0,92.0,2424724.25,95.54,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,66
NONRESIDENTIAL,3,EAST,1996,1.0,3,0,119190,46280.0,0.0,0.0,71.0,10077532.0,267.0,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,20
NONRESIDENTIAL,2,GREATER DUWAMISH,2008,1.0,2,0,51856,48103.0,3753.0,0.0,,1938613.125,13.51,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,8
NONRESIDENTIAL,2,GREATER DUWAMISH,1921,1.0,3,12586,53552,26044.0,13884.0,13858.0,3.0,7070998.5,49.29,4,MIXED USE,OFFICE AND BUSINESS,PARKING,95
NONRESIDENTIAL,4,NORTHEAST,1960,1.0,3,48510,65434,65434.0,0.0,0.0,1.0,17880184.0,128.73,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,4,NORTHEAST,1957,1.0,2,0,22220,22220.0,0.0,0.0,90.0,778355.8125,31.74,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,59
SPS-DISTRICT K-12,5,NORTHEAST,1955,1.0,1,0,46732,50956.0,0.0,0.0,87.0,2331952.75,89.08,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,61
NONRESIDENTIAL,2,GREATER DUWAMISH,1962,1.0,1,0,44700,23751.0,14024.0,10095.0,,2042771.0,30.52,3,MIXED USE,OTHER SERVICES AND FACILITIES,STORAGE,54
NONRESIDENTIAL,2,GREATER DUWAMISH,1976,1.0,1,0,44100,40000.0,0.0,0.0,1.0,1618916.375,11.29,1,STORAGE,NOT CONCERNED,NOT CONCERNED,40
NONRESIDENTIAL,2,GREATER DUWAMISH,1965,1.0,1,0,27800,27800.0,0.0,0.0,13.0,1224186.25,24.39,1,STORAGE,NOT CONCERNED,NOT CONCERNED,51
NONRESIDENTIAL,2,GREATER DUWAMISH,2001,1.0,1,0,46340,46340.0,0.0,0.0,3.0,2564004.0,17.87,1,STORAGE,NOT CONCERNED,NOT CONCERNED,15
CAMPUS,2,GREATER DUWAMISH,1994,3.0,1,0,22800,22800.0,0.0,0.0,,2222097.5,101.5,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,22
NONRESIDENTIAL,3,CENTRAL,1910,1.0,3,0,38460,38460.0,0.0,0.0,69.0,1950713.25,36.02,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,106
NONRESIDENTIAL,6,NORTHWEST,1922,1.0,2,0,21022,21022.0,0.0,0.0,54.0,945245.625,43.84,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,94
SPS-DISTRICT K-12,1,SOUTHWEST,1954,1.0,2,0,51489,51489.0,0.0,0.0,93.0,1984067.625,70.76,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,62
NONRESIDENTIAL,2,GREATER DUWAMISH,1967,1.0,1,0,48001,48001.0,0.0,0.0,49.0,2143650.75,86.46,1,STORAGE,NOT CONCERNED,NOT CONCERNED,49
NONRESIDENTIAL,2,GREATER DUWAMISH,1979,1.0,1,0,26380,23620.0,2760.0,0.0,,509124.0,3.58,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,37
NONRESIDENTIAL,2,GREATER DUWAMISH,1969,1.0,1,0,37351,29551.0,9569.0,0.0,10.0,2559461.75,77.04,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,47
NONRESIDENTIAL,2,GREATER DUWAMISH,1981,1.0,1,0,30375,30375.0,0.0,0.0,73.0,345866.6875,2.41,1,STORAGE,NOT CONCERNED,NOT CONCERNED,35
NONRESIDENTIAL,2,GREATER DUWAMISH,1979,1.0,1,0,30004,24280.0,4950.0,0.0,,369291.5,2.57,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,37
NONRESIDENTIAL,4,NORTHEAST,1928,1.0,3,0,39971,36185.0,3142.0,644.0,,10960107.0,416.07,4,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,88
NONRESIDENTIAL,6,BALLARD,1914,1.0,2,0,33589,33589.0,0.0,0.0,90.0,509836.1875,21.93,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,102
NONRESIDENTIAL,6,BALLARD,1979,1.0,3,0,43500,43495.0,0.0,0.0,46.0,3220635.25,22.65,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,37
NONRESIDENTIAL,6,BALLARD,1978,1.0,2,0,28492,28492.0,0.0,0.0,12.0,1896298.875,37.78,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,38
NONRESIDENTIAL,6,BALLARD,1963,1.0,3,0,22325,18000.0,1800.0,1000.0,,1401315.875,9.77,6,OFFICE AND BUSINESS,HEALTH AND MEDICAL,OTHER SERVICES AND FACILITIES,53
NONRESIDENTIAL,6,BALLARD,1977,1.0,3,0,22719,22719.0,0.0,0.0,,1358519.0,9.47,2,FOOD AND BEVERAGE,PARKING,NOT CONCERNED,39
NONRESIDENTIAL,7,DOWNTOWN,1946,1.0,2,22000,22588,69000.0,0.0,0.0,,7251589.0,50.55,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,70
SPS-DISTRICT K-12,3,CENTRAL,1925,1.0,2,0,37327,48887.0,0.0,0.0,92.0,1967476.375,71.06,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,91
NONRESIDENTIAL,3,DOWNTOWN,1917,1.0,2,0,147545,147545.0,0.0,0.0,69.0,6787070.0,169.75,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,99
NONRESIDENTIAL COS,4,NORTH,1923,1.0,2,0,21462,25778.0,200.0,0.0,,1114384.625,7.77,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,93
SPS-DISTRICT K-12,6,NORTHWEST,1930,1.0,2,0,47602,46066.0,0.0,0.0,78.0,2249592.5,83.59,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,86
NONRESIDENTIAL,6,NORTHWEST,1917,1.0,2,0,28072,23835.0,0.0,0.0,,1362523.0,63.48,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,99
NONRESIDENTIAL,7,DOWNTOWN,1955,1.0,2,0,31020,31020.0,0.0,0.0,,4970047.0,207.6,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,61
NONRESIDENTIAL,7,DOWNTOWN,1917,1.0,2,0,21600,14400.0,7200.0,0.0,,1636649.125,29.62,2,OFFICE AND BUSINESS,RESIDENTIAL AND HOUSING,NOT CONCERNED,99
NONRESIDENTIAL,7,DOWNTOWN,1974,1.0,5,13320,48505,37993.0,3547.0,0.0,59.0,4322873.0,141.2,2,OFFICE AND BUSINESS,OFFICE AND BUSINESS,NOT CONCERNED,42
NONRESIDENTIAL,7,DOWNTOWN,1942,1.0,3,0,64630,64630.0,0.0,0.0,96.0,1408291.375,9.82,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,74
NONRESIDENTIAL,7,DOWNTOWN,1948,1.0,2,0,20920,20920.0,0.0,0.0,15.0,1042108.5,42.19,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,68
NONRESIDENTIAL,1,SOUTHWEST,1926,1.0,2,0,22128,22128.0,0.0,0.0,94.0,608359.6875,25.24,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,90
NONRESIDENTIAL,5,NORTHWEST,1968,1.0,1,0,48139,40000.0,0.0,0.0,98.0,859236.625,24.02,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,48
NONRESIDENTIAL,1,SOUTHWEST,1949,1.0,2,0,21364,15364.0,6000.0,0.0,86.0,965651.125,43.8,2,OTHER SERVICES AND FACILITIES,EDUCATION,NOT CONCERNED,67
NONRESIDENTIAL,7,DOWNTOWN,1992,1.0,2,0,28923,28800.0,0.0,0.0,,439311.9063,15.27,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,24
NONRESIDENTIAL,7,DOWNTOWN,1928,1.0,3,0,21600,21600.0,0.0,0.0,,323739.4063,6.33,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,88
NONRESIDENTIAL,4,NORTHEAST,1996,1.0,1,0,25735,25691.0,0.0,0.0,82.0,1169394.875,18.1,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,20
NONRESIDENTIAL,4,NORTHEAST,1956,1.0,2,0,25862,25562.0,300.0,0.0,20.0,4801472.0,154.17,2,RETAIL AND PERSONAL SERVICES,OTHER SERVICES AND FACILITIES,NOT CONCERNED,60
NONRESIDENTIAL,4,NORTHEAST,2003,1.0,2,0,49965,47465.0,2500.0,0.0,82.0,3377209.75,29.54,2,RETAIL AND PERSONAL SERVICES,OTHER SERVICES AND FACILITIES,NOT CONCERNED,13
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,7,0,23622,26195.0,2285.0,0.0,100.0,552007.5,9.95,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1902,1.0,3,0,23563,20183.0,3380.0,0.0,67.0,883197.6875,6.16,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,114
NONRESIDENTIAL,7,DOWNTOWN,1903,1.0,3,0,28600,12000.0,11000.0,3000.0,,1062722.625,24.25,3,MIXED USE,RETAIL AND PERSONAL SERVICES,FOOD AND BEVERAGE,113
NONRESIDENTIAL,7,DOWNTOWN,1978,1.0,2,12379,26160,15549.0,12379.0,10611.0,55.0,2186018.5,15.24,3,MIXED USE,PARKING,OFFICE AND BUSINESS,38
NONRESIDENTIAL,7,DOWNTOWN,1906,1.0,5,0,26840,29040.0,0.0,0.0,24.0,1989287.0,13.87,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,110
NONRESIDENTIAL,7,DOWNTOWN,1906,1.0,2,0,46800,36019.0,10781.0,0.0,86.0,1245187.5,8.68,2,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,NOT CONCERNED,110
NONRESIDENTIAL,7,DOWNTOWN,1979,1.0,3,26640,37350,39000.0,26640.0,0.0,51.0,2067352.5,14.63,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,37
NONRESIDENTIAL,7,DOWNTOWN,1908,1.0,3,0,28800,21600.0,7200.0,6200.0,50.0,1345025.75,28.81,3,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,STORAGE,108
NONRESIDENTIAL,7,DOWNTOWN,1954,1.0,3,4968,28584,26556.0,4968.0,0.0,75.0,1696978.75,60.43,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,62
NONRESIDENTIAL,7,DOWNTOWN,1931,1.0,2,0,26270,26270.0,0.0,0.0,32.0,1560461.75,33.78,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,85
NONRESIDENTIAL,7,DOWNTOWN,1926,1.0,3,7820,49800,49800.0,7820.0,0.0,50.0,2385395.0,16.63,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,90
NONRESIDENTIAL,7,DOWNTOWN,1954,1.0,2,6080,22616,12960.0,7760.0,6080.0,,418348.5,2.92,3,MIXED USE,OFFICE AND BUSINESS,PARKING,62
NONRESIDENTIAL,7,DOWNTOWN,1990,1.0,5,0,57800,57800.0,0.0,0.0,87.0,2443065.25,66.29,1,HOTEL,NOT CONCERNED,NOT CONCERNED,26
NONRESIDENTIAL,7,DOWNTOWN,1955,1.0,2,0,31890,31160.0,0.0,0.0,2.0,1858224.625,12.95,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,61
NONRESIDENTIAL,7,DOWNTOWN,1923,1.0,3,0,22381,22381.0,0.0,0.0,,3532966.5,126.78,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,93
NONRESIDENTIAL,7,DOWNTOWN,1925,1.0,1,1263,23562,13940.0,10439.0,0.0,,439521.0938,11.14,2,RETAIL AND PERSONAL SERVICES,STORAGE,NOT CONCERNED,91
NONRESIDENTIAL,7,DOWNTOWN,1952,1.0,4,0,26670,26670.0,0.0,0.0,51.0,1553208.375,10.83,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,64
NONRESIDENTIAL COS,7,DOWNTOWN,1922,1.0,2,0,37740,38939.0,0.0,0.0,,3095882.0,86.02,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,94
NONRESIDENTIAL,7,DOWNTOWN,1965,1.0,1,0,23752,14317.0,9435.0,0.0,,1067153.75,30.33,3,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,PARKING,51
NONRESIDENTIAL,7,DOWNTOWN,1967,1.0,4,0,44416,52668.0,0.0,0.0,61.0,2669564.25,72.78,1,HOTEL,NOT CONCERNED,NOT CONCERNED,49
NONRESIDENTIAL,7,DOWNTOWN,2006,1.0,2,22867,10925,8969.0,8540.0,1600.0,,2547848.0,30.6,4,MIXED USE,PARKING,ENTERTAINMENT AND LEISURE,10
SPS-DISTRICT K-12,7,MAGNOLIA / QUEEN ANNE,2001,1.0,1,0,35805,35805.0,0.0,0.0,100.0,431471.6875,11.54,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,15
NONRESIDENTIAL,6,NORTHWEST,1928,1.0,2,0,45991,45991.0,0.0,0.0,77.0,1145535.75,36.43,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,88
NONRESIDENTIAL,4,NORTHEAST,1921,1.0,3,0,21499,21499.0,0.0,0.0,85.0,605130.6875,4.22,1,RESIDENTIAL AND HOUSING,NOT CONCERNED,NOT CONCERNED,95
NONRESIDENTIAL,4,NORTHEAST,1989,1.0,2,0,20384,25021.0,0.0,0.0,16.0,1791071.375,13.91,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,27
NONRESIDENTIAL,4,NORTHEAST,1956,1.0,2,0,39265,31905.0,4388.0,2679.0,,5238803.0,47.12,4,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,60
NONRESIDENTIAL,4,NORTHEAST,1956,1.0,2,0,54284,52784.0,1900.0,0.0,18.0,6778694.0,63.61,2,RETAIL AND PERSONAL SERVICES,OTHER SERVICES AND FACILITIES,NOT CONCERNED,60
NONRESIDENTIAL,4,NORTHEAST,1956,1.0,1,0,23409,21909.0,1500.0,0.0,67.0,2545405.0,28.41,2,RETAIL AND PERSONAL SERVICES,OTHER SERVICES AND FACILITIES,NOT CONCERNED,60
NONRESIDENTIAL,4,NORTHEAST,1997,1.0,1,0,63153,59396.0,2757.0,1000.0,,4644178.0,47.66,3,RETAIL AND PERSONAL SERVICES,STORAGE,OTHER SERVICES AND FACILITIES,19
NONRESIDENTIAL,4,NORTHEAST,1961,2.0,2,0,24100,30910.0,0.0,0.0,91.0,1587454.75,46.57,1,HOTEL,NOT CONCERNED,NOT CONCERNED,55
NONRESIDENTIAL,7,DOWNTOWN,1923,1.0,3,0,33600,19200.0,14400.0,0.0,,4475650.0,101.99,2,FOOD AND BEVERAGE,OFFICE AND BUSINESS,NOT CONCERNED,93
NONRESIDENTIAL,7,DOWNTOWN,1960,1.0,7,12960,48220,61180.0,0.0,0.0,24.0,3993913.25,126.3,1,HOTEL,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,7,DOWNTOWN,1978,1.0,5,11250,32256,32569.0,0.0,0.0,51.0,3460275.5,99.15,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,38
NONRESIDENTIAL,6,NORTHWEST,1910,1.0,2,0,23931,23931.0,0.0,0.0,88.0,496477.3125,18.66,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,106
NONRESIDENTIAL,6,NORTHWEST,1948,1.0,2,0,21393,21393.0,0.0,0.0,57.0,845961.375,32.64,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,68
NONRESIDENTIAL,2,SOUTHEAST,1990,1.0,2,0,47560,23146.0,15724.0,8255.0,80.0,1132489.625,33.23,3,MIXED USE,STORAGE,OFFICE AND BUSINESS,26
NONRESIDENTIAL,3,EAST,2006,1.0,6,0,62334,35696.0,15661.0,10877.0,100.0,1076733.25,34.98,3,HEALTH AND MEDICAL,OFFICE AND BUSINESS,PARKING,10
NONRESIDENTIAL,4,NORTHEAST,1930,1.0,3,0,20960,20960.0,0.0,0.0,,1500309.75,64.51,1,RESIDENTIAL AND HOUSING,NOT CONCERNED,NOT CONCERNED,86
NONRESIDENTIAL,7,DOWNTOWN,1910,1.0,3,0,28800,28800.0,0.0,0.0,,717056.375,8.45,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,106
NONRESIDENTIAL,7,DOWNTOWN,1957,1.0,2,0,21600,21600.0,0.0,0.0,72.0,1261536.75,38.87,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,59
NONRESIDENTIAL,7,DOWNTOWN,1995,1.0,3,0,22860,22860.0,0.0,0.0,43.0,931148.625,6.49,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,21
NONRESIDENTIAL,4,NORTHEAST,1972,1.0,1,0,26366,26386.0,0.0,0.0,88.0,888031.875,32.22,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,44
NONRESIDENTIAL,2,SOUTHEAST,1965,1.0,2,0,21732,21732.0,0.0,0.0,2.0,860364.1875,23.59,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,51
NONRESIDENTIAL,6,BALLARD,1945,1.0,1,0,21060,10495.0,10240.0,1890.0,,350264.5938,6.69,4,MIXED USE,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,71
NONRESIDENTIAL,6,BALLARD,1960,1.0,4,0,20539,7387.0,5264.0,3700.0,,1678458.75,37.31,5,MIXED USE,RESIDENTIAL AND HOUSING,FOOD AND BEVERAGE,56
SPS-DISTRICT K-12,4,NORTHEAST,1958,1.0,1,0,38624,41408.0,0.0,0.0,83.0,1424157.25,38.78,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,58
NONRESIDENTIAL,4,NORTHEAST,1900,1.0,3,0,32960,32960.0,0.0,0.0,71.0,813641.0,5.67,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,116
NONRESIDENTIAL,4,NORTHEAST,1921,1.0,3,0,29636,25096.0,4540.0,0.0,,688641.8125,4.8,2,OTHER SERVICES AND FACILITIES,RESIDENTIAL AND HOUSING,NOT CONCERNED,95
NONRESIDENTIAL,4,NORTHEAST,1930,1.0,3,0,20571,20571.0,0.0,0.0,72.0,716279.6875,4.99,1,HOTEL,NOT CONCERNED,NOT CONCERNED,86
NONRESIDENTIAL,4,NORTHEAST,1926,1.0,2,0,47992,37800.0,10206.0,0.0,17.0,3040195.5,118.37,2,OTHER SERVICES AND FACILITIES,OTHER SERVICES AND FACILITIES,NOT CONCERNED,90
NONRESIDENTIAL,4,NORTHEAST,1993,1.0,3,0,28572,22000.0,7000.0,0.0,16.0,2717863.25,89.57,2,RESIDENTIAL AND HOUSING,PARKING,NOT CONCERNED,23
NONRESIDENTIAL,3,EAST,1982,0.0,15,31535,84240,150000.0,25000.0,0.0,94.0,2882489.75,20.09,2,RESIDENTIAL AND HOUSING,OFFICE AND BUSINESS,NOT CONCERNED,34
NONRESIDENTIAL,4,NORTHEAST,2000,1.0,2,0,31386,30000.0,0.0,0.0,52.0,1128179.125,27.14,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,16
CAMPUS,4,NORTHEAST,1989,5.0,3,0,21500,96154.0,0.0,0.0,44.0,6689184.0,202.65,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,27
NONRESIDENTIAL,4,LAKE UNION,2012,1.0,2,26497,57619,55000.0,0.0,0.0,68.0,2641681.75,20.08,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,4
SPS-DISTRICT K-12,2,GREATER DUWAMISH,1971,1.0,1,0,55206,55206.0,0.0,0.0,75.0,2345752.5,61.84,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,45
NONRESIDENTIAL,2,SOUTHEAST,1981,1.0,3,0,78374,58665.0,0.0,0.0,98.0,3321035.75,23.15,2,HEALTH AND MEDICAL,PARKING,NOT CONCERNED,35
NONRESIDENTIAL,6,BALLARD,2007,1.0,2,0,38784,16826.0,16826.0,0.0,,1841154.25,26.11,2,MIXED USE,OFFICE AND BUSINESS,NOT CONCERNED,9
NONRESIDENTIAL,2,GREATER DUWAMISH,1969,1.0,2,0,41790,21790.0,20000.0,0.0,,2177075.0,33.37,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,47
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,5,0,39960,37120.0,2840.0,0.0,77.0,2178690.5,49.98,2,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,5,0,33300,24000.0,6000.0,0.0,,90558.70313,0.63,2,STORAGE,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1908,1.0,5,0,41536,41536.0,0.0,0.0,,2735166.0,19.07,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,108
NONRESIDENTIAL,7,DOWNTOWN,1909,1.0,6,0,35820,35820.0,0.0,0.0,94.0,3321603.0,130.58,1,HOTEL,NOT CONCERNED,NOT CONCERNED,107
NONRESIDENTIAL,1,SOUTHWEST,1922,1.0,2,0,33462,57896.0,0.0,0.0,76.0,3987215.5,185.23,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,94
NONRESIDENTIAL,1,SOUTHWEST,1965,1.0,3,0,49744,49744.0,0.0,0.0,98.0,2096835.5,89.29,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,51
NONRESIDENTIAL,1,SOUTHWEST,1923,1.0,2,0,37816,19407.0,18701.0,0.0,60.0,1411305.5,43.45,2,OTHER SERVICES AND FACILITIES,EDUCATION,NOT CONCERNED,93
NONRESIDENTIAL,1,SOUTHWEST,1926,0.0,2,0,23315,7758.0,6919.0,1976.0,,1354000.625,35.04,3,MIXED USE,RETAIL AND PERSONAL SERVICES,FOOD AND BEVERAGE,90
NONRESIDENTIAL,1,SOUTHWEST,1930,1.0,2,0,20700,6900.0,6900.0,4323.0,,4265815.0,188.67,4,MIXED USE,FOOD AND BEVERAGE,OTHER SERVICES AND FACILITIES,86
NONRESIDENTIAL,1,SOUTHWEST,1948,1.0,1,13124,28397,26241.0,13124.0,2574.0,,3343550.0,100.21,3,OTHER SERVICES AND FACILITIES,PARKING,FOOD AND BEVERAGE,68
NONRESIDENTIAL,1,SOUTHWEST,1946,1.0,2,0,25762,25762.0,0.0,0.0,100.0,1906384.875,13.29,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,70
NONRESIDENTIAL,1,SOUTHWEST,1984,1.0,1,0,33334,50000.0,0.0,0.0,,6118300.5,210.3,2,OTHER SERVICES AND FACILITIES,ENTERTAINMENT AND LEISURE,NOT CONCERNED,32
NONRESIDENTIAL,1,SOUTHWEST,1981,1.0,3,0,43387,45000.0,0.0,0.0,60.0,2686765.0,34.15,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,35
